getpriority,,,,method
getprotobyname,,,,method
getprotobynumber,,,,method
getprotoent,,,,method
getpwent,,,,method
getpwnam,,,,method
getpwuid,,,,method
getservbyname,,,,method
getservbyport,,,,method
getservent,,,,method
getsockname,,,,method
getsockopt,,,,method
glob,,,,method
gmtime,,,,method
goto,,,,method
grep,,,,method
hex,,,,method
import,,,,method
index,,,,method
int,,,,method
ioctl,,,,method
join,,,,method
keys,,,,method
kill,,,,method
last,,,,method
lc,,,,method
lcfirst,,,,method
length,,,,method
link,,,,method
listen,,,,method
local,,,,method
localtime,,,,method
log,,,,method
lstat,,,,method
m,,,,method
map,,,,method
mkdir,,,,method
msgctl,,,,method
msgget,,,,method
msgrcv,,,,method
msgsnd,,,,method
my,,,,method
next,,,,method
no,,,,method
oct,,,,method
open,,,,method
opendir,,,,method
ord,,,,method
pack,,,,method
package,,,,method
pipe,,,,method
pop,,,,method
pos,,,,method
print,,,,method
printf,,,,method
prototype,,,,method
push,,,,method
q,,,,method
qq,,,,method
quotemeta,,,,method
qw,,,,method
qx,,,,method
rand,,,,method
read,,,,method
readdir,,,,method
readline,,,,method
readlink,,,,method
readpipe,,,,method
recv,,,,method
redo,,,,method
ref,,,,method
rename,,,,method
require,,,,method
reset,,,,method
return,,,,method
reverse,,,,method
rewinddir,,,,method
rindex,,,,method
rmdir,,,,method
s,"s/正規表現/置換文字列/
$_を正規表現置換",,,method
scalar,,,,method
seek,,,,method
seekdir,,,,method
select,,,,method
semctl,,,,method
semget,,,,method
semop,,,,method
send,,,,method
setgrent,,,,method
sethostent,,,,method
setnetent,,,,method
setpgrp,,,,method
setpriority,,,,method
setprotoent,,,,method
setpwent,,,,method
setservent,,,,method
setsockopt,,,,method
shift,,,,method
shmctl,,,,method
shmget,,,,method
shmread,,,,method
shmwrite,,,,method
shutdown,,,,method
sin,,,,method
sleep,,,,method
socket,,,,method
socketpair,,,,method
sort,,,,method
splice,,,,method
split,,,,method
sprintf,,,,method
sqrt,,,,method
srand,,,,method
stat,,,,method
study,,,,method
substr,,,,method
symlink,,,,method
syscall,,,,method
sysopen,,,,method
sysread,,,,method
sysseek,,,,method
system,,,,method
syswrite,,,,method
tell,,,,method
telldir,,,,method
tie,,,,method
tied,,,,method
time,,,,method
times,,,,method
tr,,,,method
truncate,,,,method
uc,,,,method
ucfirst,,,,method
umask,,,,method
undef,,,,method
unlink,,,,method
unpack,,,,method
unshift,,,,method
untie,,,,method
use,,,,method
utime,,,,method
values,,,,method
vec,,,,method
wait,,,,method
waitpid,,,,method
wantarray,,,,method
warn,,,,method
write,,,,method
